question_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,population,internal,partisan,office_type,answer,pct
127141,Zogby,1.2,Online Panel,Ohio,7/21/20,7/23/20,805,lv,NA,NA,U.S. President,Jorgensen,4
127141,Zogby,1.2,Online Panel,Ohio,7/21/20,7/23/20,805,lv,NA,NA,U.S. President,Hawkins,1
127142,Zogby,1.2,Online Panel,Pennsylvania,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Biden,44
127142,Zogby,1.2,Online Panel,Pennsylvania,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Trump,43
127142,Zogby,1.2,Online Panel,Pennsylvania,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Jorgensen,4
127142,Zogby,1.2,Online Panel,Pennsylvania,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Hawkins,2
127143,Zogby,1.2,Online Panel,North Carolina,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Biden,44
127143,Zogby,1.2,Online Panel,North Carolina,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Trump,40
127143,Zogby,1.2,Online Panel,North Carolina,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Jorgensen,4
127143,Zogby,1.2,Online Panel,North Carolina,7/21/20,7/23/20,809,lv,NA,NA,U.S. President,Hawkins,2
132496,SurveyMonkey,2,Online Panel,NA,7/21/20,7/23/20,21941,rv,NA,NA,U.S. President,Biden,51.85
132496,SurveyMonkey,2,Online Panel,NA,7/21/20,7/23/20,21941,rv,NA,NA,U.S. President,Trump,45.3
132621,SurveyMonkey,2,Online Panel,NA,7/21/20,7/23/20,21941,lv,NA,NA,U.S. President,Biden,50.9
132621,SurveyMonkey,2,Online Panel,NA,7/21/20,7/23/20,21941,lv,NA,NA,U.S. President,Trump,46.97
126974,Mason-Dixon,2.6,Live Phone,Florida,7/20/20,7/23/20,625,lv,NA,NA,U.S. President,Biden,50
126974,Mason-Dixon,2.6,Live Phone,Florida,7/20/20,7/23/20,625,lv,NA,NA,U.S. President,Trump,46
126982,Redfield & Wilton Strategies,1.8,Online Panel,Arizona,7/19/20,7/23/20,858,lv,NA,NA,U.S. President,Biden,46
126982,Redfield & Wilton Strategies,1.8,Online Panel,Arizona,7/19/20,7/23/20,858,lv,NA,NA,U.S. President,Trump,38
126982,Redfield & Wilton Strategies,1.8,Online Panel,Arizona,7/19/20,7/23/20,858,lv,NA,NA,U.S. President,Jorgensen,2
126982,Redfield & Wilton Strategies,1.8,Online Panel,Arizona,7/19/20,7/23/20,858,lv,NA,NA,U.S. President,Hawkins,1
126982,Redfield & Wilton Strategies,1.8,Online Panel,Arizona,7/19/20,7/23/20,858,lv,NA,NA,U.S. President,West,2
128106,Morning Consult,1.9,Online Panel,Wisconsin,7/14/20,7/23/20,797,lv,NA,NA,U.S. President,Biden,48
128106,Morning Consult,1.9,Online Panel,Wisconsin,7/14/20,7/23/20,797,lv,NA,NA,U.S. President,Trump,44
126606,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,Wisconsin,7/22/20,7/22/20,796,lv,FALSE,NA,U.S. President,Biden,50
126606,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,Wisconsin,7/22/20,7/22/20,796,lv,FALSE,NA,U.S. President,Trump,42
126610,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,Michigan,7/22/20,7/22/20,754,lv,FALSE,NA,U.S. President,Biden,51
126610,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,Michigan,7/22/20,7/22/20,754,lv,FALSE,NA,U.S. President,Trump,42
126860,Morning Consult,1.9,Online Panel,NA,7/20/20,7/22/20,12000,lv,NA,NA,U.S. President,Biden,51
126860,Morning Consult,1.9,Online Panel,NA,7/20/20,7/22/20,12000,lv,NA,NA,U.S. President,Trump,42
132495,SurveyMonkey,2,Online Panel,NA,7/20/20,7/22/20,22716,rv,NA,NA,U.S. President,Biden,52.42
132495,SurveyMonkey,2,Online Panel,NA,7/20/20,7/22/20,22716,rv,NA,NA,U.S. President,Trump,45.06
132620,SurveyMonkey,2,Online Panel,NA,7/20/20,7/22/20,22716,lv,NA,NA,U.S. President,Biden,51.46
132620,SurveyMonkey,2,Online Panel,NA,7/20/20,7/22/20,22716,lv,NA,NA,U.S. President,Trump,46.69
126651,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Biden,53
126651,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Trump,38
126652,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Biden,50
126652,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Trump,37
126652,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Jorgensen,3
126652,Echelon Insights,2.7,Online Panel,NA,7/17/20,7/22/20,1000,lv,NA,NA,U.S. President,Hawkins,1
127130,Hodas & Associates,NA,Live Phone,Pennsylvania,7/17/20,7/22/20,600,lv,NA,REP,U.S. President,Biden,50.83
127130,Hodas & Associates,NA,Live Phone,Pennsylvania,7/17/20,7/22/20,600,lv,NA,REP,U.S. President,Trump,44.67
127275,Strategies 360,1.3,Live Phone/Text-to-Web,Nebraska CD-1,7/16/20,7/22/20,400,lv,TRUE,DEM,U.S. President,Biden,46
127275,Strategies 360,1.3,Live Phone/Text-to-Web,Nebraska CD-1,7/16/20,7/22/20,400,lv,TRUE,DEM,U.S. President,Trump,48
126670,Marist,2.9,Live Phone,Arizona,7/14/20,7/22/20,826,rv,NA,NA,U.S. President,Biden,50
126670,Marist,2.9,Live Phone,Arizona,7/14/20,7/22/20,826,rv,NA,NA,U.S. President,Trump,45
126680,Marist,2.9,Live Phone,North Carolina,7/14/20,7/22/20,882,rv,NA,NA,U.S. President,Biden,51
126680,Marist,2.9,Live Phone,North Carolina,7/14/20,7/22/20,882,rv,NA,NA,U.S. President,Trump,44
128105,Morning Consult,1.9,Online Panel,Wisconsin,7/13/20,7/22/20,797,lv,NA,NA,U.S. President,Biden,47
128105,Morning Consult,1.9,Online Panel,Wisconsin,7/13/20,7/22/20,797,lv,NA,NA,U.S. President,Trump,45
126573,Data for Progress,2.6,Online Panel,NA,7/21/20,7/21/20,739,a,FALSE,NA,U.S. President,Biden,49.16
126573,Data for Progress,2.6,Online Panel,NA,7/21/20,7/21/20,739,a,FALSE,NA,U.S. President,Trump,43.28
126574,Data for Progress,2.6,Online Panel,NA,7/21/20,7/21/20,652,rv,FALSE,NA,U.S. President,Biden,49.78
126574,Data for Progress,2.6,Online Panel,NA,7/21/20,7/21/20,652,rv,FALSE,NA,U.S. President,Trump,43.97
126505,YouGov,3,Online Panel,NA,7/19/20,7/21/20,1222,rv,NA,NA,U.S. President,Biden,48
126505,YouGov,3,Online Panel,NA,7/19/20,7/21/20,1222,rv,NA,NA,U.S. President,Trump,41
126842,Morning Consult,1.9,Online Panel,NA,7/19/20,7/21/20,12000,lv,NA,NA,U.S. President,Biden,50
126842,Morning Consult,1.9,Online Panel,NA,7/19/20,7/21/20,12000,lv,NA,NA,U.S. President,Trump,42
126983,Redfield & Wilton Strategies,1.8,Online Panel,North Carolina,7/19/20,7/21/20,919,lv,NA,NA,U.S. President,Biden,43
126983,Redfield & Wilton Strategies,1.8,Online Panel,North Carolina,7/19/20,7/21/20,919,lv,NA,NA,U.S. President,Trump,42
126983,Redfield & Wilton Strategies,1.8,Online Panel,North Carolina,7/19/20,7/21/20,919,lv,NA,NA,U.S. President,Jorgensen,2
126983,Redfield & Wilton Strategies,1.8,Online Panel,North Carolina,7/19/20,7/21/20,919,lv,NA,NA,U.S. President,Hawkins,1
126984,Redfield & Wilton Strategies,1.8,Online Panel,Florida,7/19/20,7/21/20,1121,lv,NA,NA,U.S. President,Biden,48
126984,Redfield & Wilton Strategies,1.8,Online Panel,Florida,7/19/20,7/21/20,1121,lv,NA,NA,U.S. President,Trump,41
126984,Redfield & Wilton Strategies,1.8,Online Panel,Florida,7/19/20,7/21/20,1121,lv,NA,NA,U.S. President,Jorgensen,1
126984,Redfield & Wilton Strategies,1.8,Online Panel,Florida,7/19/20,7/21/20,1121,lv,NA,NA,U.S. President,Hawkins,1
126985,Redfield & Wilton Strategies,1.8,Online Panel,Pennsylvania,7/19/20,7/21/20,1016,lv,NA,NA,U.S. President,Biden,48
126985,Redfield & Wilton Strategies,1.8,Online Panel,Pennsylvania,7/19/20,7/21/20,1016,lv,NA,NA,U.S. President,Trump,41
126985,Redfield & Wilton Strategies,1.8,Online Panel,Pennsylvania,7/19/20,7/21/20,1016,lv,NA,NA,U.S. President,Jorgensen,1
126985,Redfield & Wilton Strategies,1.8,Online Panel,Pennsylvania,7/19/20,7/21/20,1016,lv,NA,NA,U.S. President,Hawkins,0
126985,Redfield & Wilton Strategies,1.8,Online Panel,Pennsylvania,7/19/20,7/21/20,1016,lv,NA,NA,U.S. President,West,1
132494,SurveyMonkey,2,Online Panel,NA,7/19/20,7/21/20,17583,rv,NA,NA,U.S. President,Biden,52.93
132494,SurveyMonkey,2,Online Panel,NA,7/19/20,7/21/20,17583,rv,NA,NA,U.S. President,Trump,44.71
132619,SurveyMonkey,2,Online Panel,NA,7/19/20,7/21/20,17583,lv,NA,NA,U.S. President,Biden,51.87
132619,SurveyMonkey,2,Online Panel,NA,7/19/20,7/21/20,17583,lv,NA,NA,U.S. President,Trump,46.24
126486,Ipsos,2.8,Probability Panel,NA,7/15/20,7/21/20,3744,rv,NA,NA,U.S. President,Biden,46
126486,Ipsos,2.8,Probability Panel,NA,7/15/20,7/21/20,3744,rv,NA,NA,U.S. President,Trump,38
126512,Ipsos,2.8,Probability Panel,NA,7/15/20,7/21/20,4430,a,NA,NA,U.S. President,Biden,43
126512,Ipsos,2.8,Probability Panel,NA,7/15/20,7/21/20,4430,a,NA,NA,U.S. President,Trump,34
126507,Rasmussen,2.1,IVR/Online Panel,NA,7/15/20,7/21/20,2500,lv,NA,NA,U.S. President,Biden,46.76
126507,Rasmussen,2.1,IVR/Online Panel,NA,7/15/20,7/21/20,2500,lv,NA,NA,U.S. President,Trump,44.66
128104,Morning Consult,1.9,Online Panel,Wisconsin,7/12/20,7/21/20,797,lv,NA,NA,U.S. President,Biden,48
128104,Morning Consult,1.9,Online Panel,Wisconsin,7/12/20,7/21/20,797,lv,NA,NA,U.S. President,Trump,45
126561,Beacon/Shaw,2.8,Live Phone,Michigan,7/18/20,7/20/20,756,rv,FALSE,NA,U.S. President,Biden,49
126561,Beacon/Shaw,2.8,Live Phone,Michigan,7/18/20,7/20/20,756,rv,FALSE,NA,U.S. President,Trump,40
126562,Beacon/Shaw,2.8,Live Phone,Minnesota,7/18/20,7/20/20,776,rv,FALSE,NA,U.S. President,Biden,51
126562,Beacon/Shaw,2.8,Live Phone,Minnesota,7/18/20,7/20/20,776,rv,FALSE,NA,U.S. President,Trump,38
126563,Beacon/Shaw,2.8,Live Phone,Pennsylvania,7/18/20,7/20/20,793,rv,FALSE,NA,U.S. President,Biden,50
126563,Beacon/Shaw,2.8,Live Phone,Pennsylvania,7/18/20,7/20/20,793,rv,FALSE,NA,U.S. President,Trump,39
126841,Morning Consult,1.9,Online Panel,NA,7/18/20,7/20/20,12000,lv,NA,NA,U.S. President,Biden,50
126841,Morning Consult,1.9,Online Panel,NA,7/18/20,7/20/20,12000,lv,NA,NA,U.S. President,Trump,42
132493,SurveyMonkey,2,Online Panel,NA,7/18/20,7/20/20,13582,rv,NA,NA,U.S. President,Biden,53.17
132493,SurveyMonkey,2,Online Panel,NA,7/18/20,7/20/20,13582,rv,NA,NA,U.S. President,Trump,44.5
132618,SurveyMonkey,2,Online Panel,NA,7/18/20,7/20/20,13582,lv,NA,NA,U.S. President,Biden,52.33
132618,SurveyMonkey,2,Online Panel,NA,7/18/20,7/20/20,13582,lv,NA,NA,U.S. President,Trump,45.87
126520,HarrisX,1.5,Online Panel,NA,7/17/20,7/20/20,2829,rv,NA,NA,U.S. President,Biden,45
126520,HarrisX,1.5,Online Panel,NA,7/17/20,7/20/20,2829,rv,NA,NA,U.S. President,Trump,38
126861,MassINC Polling Group,2.8,Online Panel,Massachusetts,7/17/20,7/20/20,797,rv,FALSE,NA,U.S. President,Biden,55
126861,MassINC Polling Group,2.8,Online Panel,Massachusetts,7/17/20,7/20/20,797,rv,FALSE,NA,U.S. President,Trump,23
126513,Quinnipiac,2.8,Live Phone,Texas,7/16/20,7/20/20,880,rv,NA,NA,U.S. President,Biden,45
126513,Quinnipiac,2.8,Live Phone,Texas,7/16/20,7/20/20,880,rv,NA,NA,U.S. President,Trump,44
126529,Spry Strategies,1.5,IVR/Text-to-Web,Texas,7/16/20,7/20/20,750,lv,NA,REP,U.S. President,Biden,44.76
126529,Spry Strategies,1.5,IVR/Text-to-Web,Texas,7/16/20,7/20/20,750,lv,NA,REP,U.S. President,Trump,49.45
126545,Quinnipiac,2.8,Live Phone,Florida,7/16/20,7/20/20,924,rv,NA,NA,U.S. President,Biden,51
126545,Quinnipiac,2.8,Live Phone,Florida,7/16/20,7/20/20,924,rv,NA,NA,U.S. President,Trump,38
126679,AP-NORC,2,Live Phone/Probability Panel,NA,7/16/20,7/20/20,1057,a,NA,NA,U.S. President,Biden,46
126679,AP-NORC,2,Live Phone/Probability Panel,NA,7/16/20,7/20/20,1057,a,NA,NA,U.S. President,Trump,34
126528,Spry Strategies,1.5,IVR/Text-to-Web,Pennsylvania,7/15/20,7/20/20,700,lv,NA,REP,U.S. President,Biden,47.02
126528,Spry Strategies,1.5,IVR/Text-to-Web,Pennsylvania,7/15/20,7/20/20,700,lv,NA,REP,U.S. President,Trump,47.76
126530,Spry Strategies,1.5,IVR/Text-to-Web,Wisconsin,7/15/20,7/20/20,700,lv,NA,REP,U.S. President,Biden,46.3
126530,Spry Strategies,1.5,IVR/Text-to-Web,Wisconsin,7/15/20,7/20/20,700,lv,NA,REP,U.S. President,Trump,45.37
126743,Anzalone Liszt Grove,1.5,Live Phone,South Carolina,7/15/20,7/20/20,591,lv,NA,DEM,U.S. President,Biden,45
126743,Anzalone Liszt Grove,1.5,Live Phone,South Carolina,7/15/20,7/20/20,591,lv,NA,DEM,U.S. President,Trump,50
128103,Morning Consult,1.9,Online Panel,Wisconsin,7/11/20,7/20/20,797,lv,NA,NA,U.S. President,Biden,48
128103,Morning Consult,1.9,Online Panel,Wisconsin,7/11/20,7/20/20,797,lv,NA,NA,U.S. President,Trump,46
126840,Morning Consult,1.9,Online Panel,NA,7/17/20,7/19/20,12000,lv,NA,NA,U.S. President,Biden,51
126840,Morning Consult,1.9,Online Panel,NA,7/17/20,7/19/20,12000,lv,NA,NA,U.S. President,Trump,42
132492,SurveyMonkey,2,Online Panel,NA,7/17/20,7/19/20,12553,rv,NA,NA,U.S. President,Biden,52.69
132492,SurveyMonkey,2,Online Panel,NA,7/17/20,7/19/20,12553,rv,NA,NA,U.S. President,Trump,44.89
132617,SurveyMonkey,2,Online Panel,NA,7/17/20,7/19/20,12553,lv,NA,NA,U.S. President,Biden,52.21
132617,SurveyMonkey,2,Online Panel,NA,7/17/20,7/19/20,12553,lv,NA,NA,U.S. President,Trump,45.92
126549,GQR,2,Online Panel,NA,7/15/20,7/19/20,1000,rv,NA,NA,U.S. President,Biden,55
126549,GQR,2,Online Panel,NA,7/15/20,7/19/20,1000,rv,NA,NA,U.S. President,Trump,44
126701,Kaiser Family Foundation,2.5,Live Phone,NA,7/14/20,7/19/20,1117,rv,NA,NA,U.S. President,Biden,47
126701,Kaiser Family Foundation,2.5,Live Phone,NA,7/14/20,7/19/20,1117,rv,NA,NA,U.S. President,Trump,38
126487,Morning Consult,1.9,Online Panel,NA,7/13/20,7/19/20,31310,rv,NA,NA,U.S. President,Biden,47
126487,Morning Consult,1.9,Online Panel,NA,7/13/20,7/19/20,31310,rv,NA,NA,U.S. President,Trump,40
126709,brilliant corners Research & Strategies,1,Live Phone,South Carolina,7/13/20,7/19/20,800,lv,TRUE,DEM,U.S. President,Biden,43
126709,brilliant corners Research & Strategies,1,Live Phone,South Carolina,7/13/20,7/19/20,800,lv,TRUE,DEM,U.S. President,Trump,50
126992,Virginia Commonwealth U.,2.1,Live Phone,Virginia,7/11/20,7/19/20,725,lv,NA,NA,U.S. President,Biden,50
126992,Virginia Commonwealth U.,2.1,Live Phone,Virginia,7/11/20,7/19/20,725,lv,NA,NA,U.S. President,Trump,39
128102,Morning Consult,1.9,Online Panel,Wisconsin,7/10/20,7/19/20,797,lv,NA,NA,U.S. President,Biden,48
128102,Morning Consult,1.9,Online Panel,Wisconsin,7/10/20,7/19/20,797,lv,NA,NA,U.S. President,Trump,45
126506,PPP,1.4,IVR/Text,Arizona,7/17/20,7/18/20,960,v,NA,DEM,U.S. President,Biden,49
126506,PPP,1.4,IVR/Text,Arizona,7/17/20,7/18/20,960,v,NA,DEM,U.S. President,Trump,45
126839,Morning Consult,1.9,Online Panel,NA,7/16/20,7/18/20,12000,lv,NA,NA,U.S. President,Biden,50
126839,Morning Consult,1.9,Online Panel,NA,7/16/20,7/18/20,12000,lv,NA,NA,U.S. President,Trump,42
132491,SurveyMonkey,2,Online Panel,NA,7/16/20,7/18/20,19993,rv,NA,NA,U.S. President,Biden,52.1
132491,SurveyMonkey,2,Online Panel,NA,7/16/20,7/18/20,19993,rv,NA,NA,U.S. President,Trump,45.27
132616,SurveyMonkey,2,Online Panel,NA,7/16/20,7/18/20,19993,lv,NA,NA,U.S. President,Biden,51.72
132616,SurveyMonkey,2,Online Panel,NA,7/16/20,7/18/20,19993,lv,NA,NA,U.S. President,Trump,46.38
126456,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,Georgia,7/15/20,7/18/20,1023,lv,NA,REP,U.S. President,Biden,43.3
126456,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,Georgia,7/15/20,7/18/20,1023,lv,NA,REP,U.S. President,Trump,49.8
126456,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,Georgia,7/15/20,7/18/20,1023,lv,NA,REP,U.S. President,Jorgensen,2.4
127770,Benenson Strategy Group/GS Strategy Group,NA,Live Phone,NA,7/15/20,7/18/20,1301,lv,FALSE,NA,U.S. President,Biden,50
127770,Benenson Strategy Group/GS Strategy Group,NA,Live Phone,NA,7/15/20,7/18/20,1301,lv,FALSE,NA,U.S. President,Trump,39
128101,Morning Consult,1.9,Online Panel,Wisconsin,7/9/20,7/18/20,797,lv,NA,NA,U.S. President,Biden,49
128101,Morning Consult,1.9,Online Panel,Wisconsin,7/9/20,7/18/20,797,lv,NA,NA,U.S. President,Trump,43
126433,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,South Carolina,7/17/20,7/17/20,604,lv,FALSE,NA,U.S. President,Biden,46
126433,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,South Carolina,7/17/20,7/17/20,604,lv,FALSE,NA,U.S. President,Trump,50
126838,Morning Consult,1.9,Online Panel,NA,7/15/20,7/17/20,12000,lv,NA,NA,U.S. President,Biden,50
126838,Morning Consult,1.9,Online Panel,NA,7/15/20,7/17/20,12000,lv,NA,NA,U.S. President,Trump,42
132490,SurveyMonkey,2,Online Panel,NA,7/15/20,7/17/20,25657,rv,NA,NA,U.S. President,Biden,51.83
132490,SurveyMonkey,2,Online Panel,NA,7/15/20,7/17/20,25657,rv,NA,NA,U.S. President,Trump,45.64
132615,SurveyMonkey,2,Online Panel,NA,7/15/20,7/17/20,25657,lv,NA,NA,U.S. President,Biden,51.58
132615,SurveyMonkey,2,Online Panel,NA,7/15/20,7/17/20,25657,lv,NA,NA,U.S. President,Trump,46.52
127068,Global Strategy Group,1.8,Live Phone,Wisconsin,7/11/20,7/17/20,600,lv,NA,DEM,U.S. President,Biden,51
127068,Global Strategy Group,1.8,Live Phone,Wisconsin,7/11/20,7/17/20,600,lv,NA,DEM,U.S. President,Trump,42
128100,Morning Consult,1.9,Online Panel,Wisconsin,7/8/20,7/17/20,797,lv,NA,NA,U.S. President,Biden,48
128100,Morning Consult,1.9,Online Panel,Wisconsin,7/8/20,7/17/20,797,lv,NA,NA,U.S. President,Trump,44
126474,Pulse Opinion Research,2.1,IVR/Online Panel,Ohio,7/15/20,7/16/20,750,lv,NA,NA,U.S. President,Biden,50
126474,Pulse Opinion Research,2.1,IVR/Online Panel,Ohio,7/15/20,7/16/20,750,lv,NA,NA,U.S. President,Trump,46
126475,Pulse Opinion Research,2.1,IVR/Online Panel,Pennsylvania,7/15/20,7/16/20,750,lv,NA,NA,U.S. President,Biden,51
126475,Pulse Opinion Research,2.1,IVR/Online Panel,Pennsylvania,7/15/20,7/16/20,750,lv,NA,NA,U.S. President,Trump,46
126859,Morning Consult,1.9,Online Panel,NA,7/14/20,7/16/20,12000,lv,NA,NA,U.S. President,Biden,50
126859,Morning Consult,1.9,Online Panel,NA,7/14/20,7/16/20,12000,lv,NA,NA,U.S. President,Trump,42
132489,SurveyMonkey,2,Online Panel,NA,7/14/20,7/16/20,25732,rv,NA,NA,U.S. President,Biden,52.17
132489,SurveyMonkey,2,Online Panel,NA,7/14/20,7/16/20,25732,rv,NA,NA,U.S. President,Trump,45.15
132614,SurveyMonkey,2,Online Panel,NA,7/14/20,7/16/20,25732,lv,NA,NA,U.S. President,Biden,51.6
132614,SurveyMonkey,2,Online Panel,NA,7/14/20,7/16/20,25732,lv,NA,NA,U.S. President,Trump,46.43
127129,Hodas & Associates,NA,Live Phone,Michigan,7/13/20,7/16/20,600,lv,NA,REP,U.S. President,Biden,52.5
127129,Hodas & Associates,NA,Live Phone,Michigan,7/13/20,7/16/20,600,lv,NA,REP,U.S. President,Trump,40.5
126527,Spry Strategies,1.5,IVR,North Carolina,7/12/20,7/16/20,700,lv,NA,REP,U.S. President,Biden,45.52
126527,Spry Strategies,1.5,IVR,North Carolina,7/12/20,7/16/20,700,lv,NA,REP,U.S. President,Trump,48.96
126521,Spry Strategies,1.5,IVR/Text-to-Web,Arizona,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Biden,49.43
126521,Spry Strategies,1.5,IVR/Text-to-Web,Arizona,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Trump,44.59
126522,Spry Strategies,1.5,IVR/Text-to-Web,Georgia,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Biden,45.74
126522,Spry Strategies,1.5,IVR/Text-to-Web,Georgia,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Trump,48.79
126523,Spry Strategies,1.5,IVR/Text-to-Web,Iowa,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Biden,47.5
126523,Spry Strategies,1.5,IVR/Text-to-Web,Iowa,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Trump,45.93
126524,Spry Strategies,1.5,IVR/Text-to-Web,Kentucky,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Biden,33.57
126524,Spry Strategies,1.5,IVR/Text-to-Web,Kentucky,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Trump,60.29
126525,Spry Strategies,1.5,IVR/Text-to-Web,Michigan,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Biden,45.36
126525,Spry Strategies,1.5,IVR/Text-to-Web,Michigan,7/11/20,7/16/20,700,lv,NA,REP,U.S. President,Trump,49.58
126526,Spry Strategies,1.5,IVR/Text-to-Web,Montana,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Biden,41.9
126526,Spry Strategies,1.5,IVR/Text-to-Web,Montana,7/11/20,7/16/20,701,lv,NA,REP,U.S. President,Trump,51.69
128099,Morning Consult,1.9,Online Panel,Wisconsin,7/7/20,7/16/20,797,lv,NA,NA,U.S. President,Biden,49
128099,Morning Consult,1.9,Online Panel,Wisconsin,7/7/20,7/16/20,797,lv,NA,NA,U.S. President,Trump,42
126453,Cardinal Point Analytics (CardinalGPS),1.6,IVR/Live Phone,North Carolina,7/13/20,7/15/20,547,lv,NA,NA,U.S. President,Biden,47.7
126453,Cardinal Point Analytics (CardinalGPS),1.6,IVR/Live Phone,North Carolina,7/13/20,7/15/20,547,lv,NA,NA,U.S. President,Trump,48.6
126453,Cardinal Point Analytics (CardinalGPS),1.6,IVR/Live Phone,North Carolina,7/13/20,7/15/20,547,lv,NA,NA,U.S. President,Jorgensen,0.5
126836,Morning Consult,1.9,Online Panel,NA,7/13/20,7/15/20,12000,lv,NA,NA,U.S. President,Biden,50
126836,Morning Consult,1.9,Online Panel,NA,7/13/20,7/15/20,12000,lv,NA,NA,U.S. President,Trump,42
132488,SurveyMonkey,2,Online Panel,NA,7/13/20,7/15/20,22168,rv,NA,NA,U.S. President,Biden,52.26
132488,SurveyMonkey,2,Online Panel,NA,7/13/20,7/15/20,22168,rv,NA,NA,U.S. President,Trump,44.99
132613,SurveyMonkey,2,Online Panel,NA,7/13/20,7/15/20,22168,lv,NA,NA,U.S. President,Biden,51.6
132613,SurveyMonkey,2,Online Panel,NA,7/13/20,7/15/20,22168,lv,NA,NA,U.S. President,Trump,46.41
126438,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,1006,a,NA,NA,U.S. President,Biden,54
126438,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,1006,a,NA,NA,U.S. President,Trump,39
126439,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,845,rv,NA,NA,U.S. President,Biden,55
126439,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,845,rv,NA,NA,U.S. President,Trump,40
126440,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,673,lv,NA,NA,U.S. President,Biden,54
126440,ABC/Washington Post,3,Live Phone,NA,7/12/20,7/15/20,673,lv,NA,NA,U.S. President,Trump,44
126443,Beacon/Shaw,2.8,Live Phone,NA,7/12/20,7/15/20,1104,rv,FALSE,NA,U.S. President,Biden,49
126443,Beacon/Shaw,2.8,Live Phone,NA,7/12/20,7/15/20,1104,rv,FALSE,NA,U.S. President,Trump,41
126508,Garin Hart Yang,1,Live Phone,Georgia,7/9/20,7/15/20,800,lv,TRUE,DEM,U.S. President,Biden,47
126508,Garin Hart Yang,1,Live Phone,Georgia,7/9/20,7/15/20,800,lv,TRUE,DEM,U.S. President,Trump,43
128098,Morning Consult,1.9,Online Panel,Wisconsin,7/6/20,7/15/20,797,lv,NA,NA,U.S. President,Biden,49
128098,Morning Consult,1.9,Online Panel,Wisconsin,7/6/20,7/15/20,797,lv,NA,NA,U.S. President,Trump,42
127048,University of Akron,NA,Online Panel,Ohio,6/24/20,7/15/20,1037,rv,NA,NA,U.S. President,Biden,45.9
127048,University of Akron,NA,Online Panel,Ohio,6/24/20,7/15/20,1037,rv,NA,NA,U.S. President,Trump,41.7
125408,Ipsos,2.8,Probability Panel,NA,7/13/20,7/14/20,961,rv,NA,NA,U.S. President,Biden,47
125408,Ipsos,2.8,Probability Panel,NA,7/13/20,7/14/20,961,rv,NA,NA,U.S. President,Trump,37
125413,Ipsos,2.8,Probability Panel,NA,7/13/20,7/14/20,1115,a,NA,NA,U.S. President,Biden,43
125413,Ipsos,2.8,Probability Panel,NA,7/13/20,7/14/20,1115,a,NA,NA,U.S. President,Trump,36
126540,St. Pete Polls,2.4,IVR,Florida,7/13/20,7/14/20,3018,lv,NA,NA,U.S. President,Biden,50.4
126540,St. Pete Polls,2.4,IVR,Florida,7/13/20,7/14/20,3018,lv,NA,NA,U.S. President,Trump,44.4
125387,YouGov,3,Online Panel,NA,7/12/20,7/14/20,1252,rv,NA,NA,U.S. President,Biden,49
125387,YouGov,3,Online Panel,NA,7/12/20,7/14/20,1252,rv,NA,NA,U.S. President,Trump,40
